Project,Train Version,Test Version,ML Algorithm,Sampling Method,Defect Ratio,Parameters,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,gmeasure
jEdit,4.2,4.3,svm,smote_n,0.5,{'classification__coef0': 0; 'classification__degree': 0; 'classification__gamma': 'scale'; 'classification__kernel': 'sigmoid'},0.6666666666666666,0.0352941176470588,0.4742014742014742,-0.0163107183079197,0.0188679245283018,0.2727272727272727,0.6756756756756757,0.3243243243243243,0.4369227907368563,0.4292728552741068,0.7317442051754977
jEdit,4.2,4.3,knn,borderline_smote,0.5,{'classification__n_neighbors': 15},0.6890243902439024,0.0838323353293413,0.6632961632961633,0.1037630955472572,0.0448717948717948,0.6363636363636364,0.6902286902286903,0.3097713097713098,0.6622207308639928,0.6627491525731581,0.7427163315953597
jEdit,4.2,4.3,naive_bayes,borderline_smote,0.5,{},0.7947154471544715,0.0900900900900901,0.6285201285201285,0.0944336973936607,0.05,0.4545454545454545,0.8024948024948025,0.1975051975051975,0.5897994611177408,0.6039622213105426,0.8117256091223848
jEdit,4.2,4.3,decision_tree,borderline_smote,0.5,{'classification__criterion': 'entropy'; 'classification__max_depth': 6; 'classification__max_features': 'auto'},0.806910569105691,0.128440366972477,0.7235872235872235,0.165533047569777,0.0714285714285714,0.6363636363636364,0.8108108108108109,0.1891891891891892,0.7101518032963285,0.7183108769679852,0.8209492376732909
jEdit,4.2,4.3,random_forest,borderline_smote,0.5,{'classification__criterion': 'log_loss'; 'classification__max_features': 'sqrt'; 'classification__n_estimators': 20},0.8617886178861789,0.1707317073170731,0.7516537516537516,0.2117542148092322,0.0985915492957746,0.6363636363636364,0.8669438669438669,0.133056133056133,0.726197754298354,0.7427594171005519,0.8664802343163118
jEdit,4.2,4.3,svm,borderline_smote,0.5,{'classification__coef0': 0; 'classification__degree': 0; 'classification__gamma': 'scale'; 'classification__kernel': 'rbf'},0.7560975609756098,0.0909090909090909,0.6531846531846531,0.1051803215360103,0.0495867768595041,0.5454545454545454,0.760914760914761,0.2390852390852391,0.6368379688098027,0.6442394081740227,0.7837182138239508
jEdit,4.2,4.3,knn,borderline_smote_svm,0.5,{'classification__n_neighbors': 11},0.7317073170731707,0.0833333333333333,0.6407106407106407,0.0936812705501362,0.0451127819548872,0.5454545454545454,0.735966735966736,0.264033264033264,0.6282977436415047,0.6335900894398534,0.7676676427368339
jEdit,4.2,4.3,naive_bayes,borderline_smote_svm,0.5,{},0.8536585365853658,0.1219512195121951,0.6586656586656587,0.1335093228181378,0.0704225352112676,0.4545454545454545,0.8627858627858628,0.1372141372141372,0.6022888104362383,0.6262390854740641,0.8596092165648314
jEdit,4.2,4.3,decision_tree,borderline_smote_svm,0.5,{'classification__criterion': 'entropy'; 'classification__max_depth': 7; 'classification__max_features': 'sqrt'},0.8150406504065041,0.116504854368932,0.6833301833301832,0.1390301335143939,0.0652173913043478,0.5454545454545454,0.8212058212058212,0.1787941787941788,0.6546169310615975,0.6692760625709304,0.8274579324328866
jEdit,4.2,4.3,random_forest,borderline_smote_svm,0.5,{'classification__criterion': 'entropy'; 'classification__max_features': 'log2'; 'classification__n_estimators': 70},0.8780487804878049,0.1666666666666666,0.7155547155547154,0.1933983889183231,0.0983606557377049,0.5454545454545454,0.8856548856548857,0.1143451143451143,0.6685740086968652,0.6950427922685647,0.8809819498308452
